v8-version,10,2,154,13,-node.9,0
v8-platform,macos,macos
shared-library,/Users/tiagolandim/.nvm/versions/node/v18.7.0/bin/node,0x102551000,0x103b69077,39124992
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x7ff805f40ad0,0x7ff806116515,95518720
shared-library,/usr/lib/libobjc.A.dylib,0x7ff805b71d00,0x7ff805b99a37,95518720
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x7ff808e432f0,0x7ff808e7a428,95518720
shared-library,/usr/lib/liboah.dylib,0x7ff811fb9380,0x7ff811fbee6a,95518720
shared-library,/usr/lib/libfakelink.dylib,0x7ff811fef452,0x7ff811ff0b62,95518720
shared-library,/usr/lib/libicucore.A.dylib,0x7ff8088a86b0,0x7ff808acbc94,95518720
shared-library,/usr/lib/libSystem.B.dylib,0x7ff811fec722,0x7ff811feccee,95518720
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x7ff811ff1c3e,0x7ff811ff1ebe,95518720
shared-library,/usr/lib/libc++abi.dylib,0x7ff805e8e0a0,0x7ff805e9fe20,95518720
shared-library,/usr/lib/libc++.1.dylib,0x7ff805e38e50,0x7ff805e82ffd,95518720
shared-library,/usr/lib/system/libcache.dylib,0x7ff811fe67f0,0x7ff811fe948b,95518720
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x7ff811fa1ee0,0x7ff811fabeec,95518720
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x7ff811fcacf8,0x7ff811fcfc55,95518720
shared-library,/usr/lib/system/libcopyfile.dylib,0x7ff811fc08d0,0x7ff811fc841f,95518720
shared-library,/usr/lib/system/libcorecrypto.dylib,0x7ff805c9fac0,0x7ff805d10801,95518720
shared-library,/usr/lib/system/libdispatch.dylib,0x7ff805d62030,0x7ff805d98226,95518720
shared-library,/usr/lib/system/libdyld.dylib,0x7ff805eea130,0x7ff805f08140,95518720
shared-library,/usr/lib/system/libkeymgr.dylib,0x7ff811fdcad9,0x7ff811fdcf18,95518720
shared-library,/usr/lib/system/libmacho.dylib,0x7ff811f8067c,0x7ff811f849f5,95518720
shared-library,/usr/lib/system/libquarantine.dylib,0x7ff81156eefb,0x7ff811570d02,95518720
shared-library,/usr/lib/system/libremovefile.dylib,0x7ff811fda800,0x7ff811fdbd98,95518720
shared-library,/usr/lib/system/libsystem_asl.dylib,0x7ff80aab0358,0x7ff80aac4717,95518720
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x7ff805c42130,0x7ff805c444f0,95518720
shared-library,/usr/lib/system/libsystem_c.dylib,0x7ff805dac5e0,0x7ff805e2d414,95518720
shared-library,/usr/lib/system/libsystem_collections.dylib,0x7ff811fd2f9c,0x7ff811fd69dc,95518720
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x7ff810871028,0x7ff8108738bd,95518720
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x7ff80f8fc284,0x7ff80f92265b,95518720
